company,item,calories,calories_from_fat,total_fat_g,sat_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carbs_g,fiber_g,sugars_g,protein_g,weight_watchers_pnts,serving_size_g,all_nutrients_zero,macro_calories,macro_calorie_gap,pct_protein_cal,pct_carb_cal,pct_fat_cal,protein_g_per_100kcal,carbs_g_per_100kcal,total_fat_g_per_100kcal,fiber_g_per_100kcal,sodium_mg_per_100kcal,healthy_rule_v1,category
KFC,Tropicana® Pink Lemonade (16 fl oz),210.0,80.0,0.0,0.0,0.0,0.0,210.0,53.0,0.0,53.0,0.0,263.0,,0,212.0,-2.0,0.0,100.0,0.0,0.0,25.238,0.0,0.0,100.0,1,other
KFC,Tropicana® Pink Lemonade (20 fl oz),260.0,80.0,0.0,0.0,0.0,0.0,260.0,67.0,0.0,67.0,0.0,327.0,,0,268.0,-8.0,0.0,100.0,0.0,0.0,25.769,0.0,0.0,100.0,1,other
KFC,Tropicana® Pink Lemonade (30 fl oz),390.0,80.0,0.0,0.0,0.0,0.0,390.0,100.0,0.0,100.0,0.0,490.0,,0,400.0,-10.0,0.0,100.0,0.0,0.0,25.641,0.0,0.0,100.0,1,other
KFC,Tropicana® Twister® Orange (12 fl oz),170.0,80.0,0.0,0.0,0.0,0.0,35.0,46.0,0.0,46.0,0.0,216.0,,0,184.0,-14.0,0.0,100.0,0.0,0.0,27.059,0.0,0.0,20.588,1,other
KFC,Tropicana® Twister® Orange (16 fl oz),230.0,80.0,0.0,0.0,0.0,0.0,50.0,61.0,0.0,61.0,0.0,291.0,,0,244.0,-14.0,0.0,100.0,0.0,0.0,26.522,0.0,0.0,21.739,1,other
KFC,Tropicana® Twister® Orange (20 fl oz),290.0,80.0,0.0,0.0,0.0,0.0,60.0,76.0,0.0,76.0,0.0,366.0,,0,304.0,-14.0,0.0,100.0,0.0,0.0,26.207,0.0,0.0,20.69,1,other
KFC,Tropicana® Twister® Orange (30 fl oz),430.0,80.0,0.0,0.0,0.0,0.0,90.0,115.0,0.0,114.0,0.0,544.0,,0,460.0,-30.0,0.0,100.0,0.0,0.0,26.744,0.0,0.0,20.93,0,other
KFC,Wild Cherry Pepsi® (12 fl oz),160.0,80.0,0.0,0.0,0.0,0.0,30.0,42.0,0.0,42.0,0.0,202.0,,0,168.0,-8.0,0.0,100.0,0.0,0.0,26.25,0.0,0.0,18.75,1,other
KFC,Wild Cherry Pepsi® (16 fl oz),210.0,80.0,0.0,0.0,0.0,0.0,40.0,56.0,0.0,56.0,0.0,266.0,,0,224.0,-14.0,0.0,100.0,0.0,0.0,26.667,0.0,0.0,19.048,1,other
KFC,Wild Cherry Pepsi® (20 fl oz),260.0,80.0,0.0,0.0,0.0,0.0,50.0,70.0,0.0,70.0,0.0,330.0,,0,280.0,-20.0,0.0,100.0,0.0,0.0,26.923,0.0,0.0,19.231,1,other
KFC,Wild Cherry Pepsi® (30 fl oz),390.0,80.0,0.0,0.0,0.0,0.0,80.0,105.0,0.0,105.0,0.0,495.0,,0,420.0,-30.0,0.0,100.0,0.0,0.0,26.923,0.0,0.0,20.513,1,other
KFC,Country Fried Steak without Peppered White Gravy,360.0,80.0,24.0,7.0,1.0,35.0,750.0,22.0,2.0,0.0,13.0,354.0,,0,356.0,4.0,14.61,24.72,60.67,3.611,6.111,6.667,0.556,208.333,0,beverage
KFC,Country Fried Steak with Peppered White Gravy,390.0,80.0,26.0,7.0,1.0,35.0,910.0,26.0,2.0,0.0,13.0,384.0,,0,390.0,0.0,13.33,26.67,60.0,3.333,6.667,6.667,0.513,233.333,0,beverage
KFC,KFC® Gizzards,300.0,80.0,16.0,2.0,0.0,210.0,770.0,18.0,0.0,0.0,20.0,282.0,,0,296.0,4.0,27.03,24.32,48.65,6.667,6.0,5.333,0.0,256.667,0,other
KFC,KFC® Livers,230.0,80.0,13.0,2.5,0.0,285.0,750.0,12.0,0.0,0.0,17.0,215.5,,0,233.0,-3.0,29.18,20.6,50.21,7.391,5.217,5.652,0.0,326.087,0,other
Taco Bell,Bacon Club Chalupa,440.0,240.0,27.0,5.0,0.0,50.0,840.0,31.0,2.0,3.0,20.0,276.0,,0,447.0,-7.0,17.9,27.74,54.36,4.545,7.045,6.136,0.455,190.909,0,other
Taco Bell,Blue Raspberry Freeze™ (16 oz),120.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,0.0,30.0,0.0,276.0,,0,120.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,29.167,1,other
Taco Bell,Blue Raspberry Freeze™ (20 oz),150.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,38.0,0.0,276.0,,0,152.0,-2.0,0.0,100.0,0.0,0.0,25.333,0.0,0.0,26.667,1,other
Taco Bell,Loaded Nacho Taco,250.0,110.0,12.0,4.5,0.0,25.0,610.0,24.0,3.0,2.0,10.0,276.0,,0,244.0,6.0,16.39,39.34,44.26,4.0,9.6,4.8,1.2,244.0,0,other
Taco Bell,Midnight Berry Freeze™ (16 oz),140.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,34.0,0.0,276.0,,0,140.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,25.0,1,other
Taco Bell,Midnight Berry Freeze™ (20 oz),170.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,0.0,42.0,0.0,276.0,,0,172.0,-2.0,0.0,100.0,0.0,0.0,25.294,0.0,0.0,23.529,1,other
Taco Bell,Nacho Fries,320.0,160.0,18.0,1.5,0.0,20.0,630.0,35.0,4.0,2.0,4.0,276.0,,0,318.0,2.0,5.03,44.03,50.94,1.25,10.938,5.625,1.25,196.875,0,sides
Taco Bell,Nacho Fries BellGrande®,710.0,360.0,40.0,6.0,0.0,30.0,1440.0,73.0,10.0,4.0,13.0,276.0,,0,704.0,6.0,7.39,41.48,51.14,1.831,10.282,5.634,1.408,202.817,0,sides
Taco Bell,Black Bean Chalupa – Online Exclusive,330.0,140.0,15.0,3.0,0.0,10.0,430.0,39.0,5.0,3.0,10.0,276.0,,0,331.0,-1.0,12.08,47.13,40.79,3.03,11.818,4.545,1.515,130.303,1,other
Taco Bell,Black Bean Quesarito – Online Exclusive,630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,276.0,,0,629.0,1.0,12.08,46.42,41.49,3.016,11.587,4.603,1.111,200.0,0,other
Taco Bell,Quesarito – Online Exclusive,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,276.0,,0,653.0,-3.0,13.48,41.04,45.48,3.385,10.308,5.077,0.923,213.846,0,other
Taco Bell,Chalupa Supreme® – Beef,350.0,170.0,18.0,5.0,0.0,25.0,560.0,33.0,4.0,3.0,13.0,276.0,,0,346.0,4.0,15.03,38.15,46.82,3.714,9.429,5.143,1.143,160.0,1,other
Taco Bell,Chalupa Supreme® – Chicken,330.0,140.0,15.0,3.5,0.0,35.0,560.0,31.0,2.0,3.0,16.0,276.0,,0,323.0,7.0,19.81,38.39,41.8,4.848,9.394,4.545,0.606,169.697,1,chicken
Taco Bell,Chalupa Supreme® – Steak,330.0,140.0,16.0,4.0,0.0,30.0,530.0,32.0,2.0,3.0,15.0,276.0,,0,332.0,-2.0,18.07,38.55,43.37,4.545,9.697,4.848,0.606,160.606,1,beverage
Taco Bell,Cheesy Gordita Crunch,500.0,250.0,28.0,10.0,0.5,55.0,850.0,41.0,5.0,4.0,20.0,276.0,,0,496.0,4.0,16.13,33.06,50.81,4.0,8.2,5.6,1.0,170.0,0,other
Taco Bell,Crunchy Taco,170.0,80.0,9.0,3.5,0.0,25.0,310.0,13.0,3.0,8.0,8.0,276.0,,0,165.0,5.0,19.39,31.52,49.09,4.706,7.647,5.294,1.765,182.353,1,other
Taco Bell,Crunchy Taco Supreme®,190.0,100.0,11.0,4.5,0.0,25.0,340.0,15.0,3.0,2.0,8.0,276.0,,0,191.0,-1.0,16.75,31.41,51.83,4.211,7.895,5.789,1.579,178.947,1,other
Taco Bell,Loaded Nacho Taco (New),250.0,110.0,12.0,4.5,0.0,25.0,610.0,24.0,3.0,2.0,10.0,276.0,,0,244.0,6.0,16.39,39.34,44.26,4.0,9.6,4.8,1.2,244.0,0,other
Taco Bell,Nacho Cheese Doritos® Locos Taco,170.0,80.0,9.0,3.5,0.0,25.0,360.0,13.0,3.0,8.0,8.0,276.0,,0,165.0,5.0,19.39,31.52,49.09,4.706,7.647,5.294,1.765,211.765,1,other
Taco Bell,Nacho Cheese Doritos® Locos Taco Supreme®,190.0,100.0,11.0,4.5,0.0,30.0,380.0,15.0,3.0,2.0,8.0,276.0,,0,191.0,-1.0,16.75,31.41,51.83,4.211,7.895,5.789,1.579,200.0,1,other
Taco Bell,Soft Taco – Beef,180.0,80.0,9.0,4.0,0.0,25.0,500.0,17.0,3.0,1.0,9.0,276.0,,0,185.0,-5.0,19.46,36.76,43.78,5.0,9.444,5.0,1.667,277.778,1,other
Taco Bell,Soft Taco – Chicken,160.0,50.0,5.0,2.5,0.0,30.0,500.0,16.0,1.0,1.0,12.0,276.0,,0,157.0,3.0,30.57,40.76,28.66,7.5,10.0,3.125,0.625,312.5,1,chicken
Taco Bell,Soft Taco – Beef,210.0,90.0,10.0,5.0,0.0,25.0,520.0,20.0,3.0,2.0,10.0,276.0,,0,210.0,0.0,19.05,38.1,42.86,4.762,9.524,4.762,1.429,247.619,1,other
Taco Bell,Soft Taco – Chicken,180.0,60.0,7.0,3.5,0.0,35.0,520.0,18.0,2.0,2.0,13.0,276.0,,0,187.0,-7.0,27.81,38.5,33.69,7.222,10.0,3.889,1.111,288.889,1,chicken
Taco Bell,Bean Burrito (V),350.0,80.0,9.0,3.5,0.0,5.0,1000.0,54.0,11.0,3.0,13.0,276.0,,0,349.0,1.0,14.9,61.89,23.21,3.714,15.429,2.571,3.143,285.714,0,other
Taco Bell,Beefy 5-Layer Burrito,490.0,160.0,18.0,7.0,0.0,30.0,1250.0,63.0,9.0,5.0,18.0,276.0,,0,486.0,4.0,14.81,51.85,33.33,3.673,12.857,3.673,1.837,255.102,0,other
Taco Bell,Burrito Supreme® – Beef,390.0,130.0,14.0,6.0,0.0,25.0,1110.0,51.0,9.0,4.0,16.0,276.0,,0,394.0,-4.0,16.24,51.78,31.98,4.103,13.077,3.59,2.308,284.615,0,other
Taco Bell,Burrito Supreme® – Chicken,370.0,100.0,11.0,4.5,0.0,35.0,1110.0,49.0,8.0,4.0,19.0,276.0,,0,371.0,-1.0,20.49,52.83,26.68,5.135,13.243,2.973,2.162,300.0,0,chicken
Taco Bell,Burrito Supreme® – Steak,370.0,110.0,12.0,5.0,0.0,30.0,1090.0,49.0,7.0,4.0,18.0,276.0,,0,376.0,-6.0,19.15,52.13,28.72,4.865,13.243,3.243,1.892,294.595,0,beverage
Taco Bell,Chili Cheese Burrito (regional),370.0,150.0,17.0,8.0,0.0,35.0,970.0,40.0,4.0,2.0,16.0,276.0,,0,377.0,-7.0,16.98,42.44,40.58,4.324,10.811,4.595,1.081,262.162,0,other
Taco Bell,Quesarito – Beef,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,276.0,,0,653.0,-3.0,13.48,41.04,45.48,3.385,10.308,5.077,0.923,213.846,0,other
Taco Bell,Quesarito – Chicken,620.0,270.0,29.0,11.0,0.0,65.0,1390.0,66.0,4.0,4.0,25.0,276.0,,0,625.0,-5.0,16.0,42.24,41.76,4.032,10.645,4.677,0.645,224.194,0,chicken
Taco Bell,Quesarito – Steak,630.0,270.0,30.0,11.0,0.0,60.0,1370.0,66.0,4.0,4.0,24.0,276.0,,0,630.0,0.0,15.24,41.9,42.86,3.81,10.476,4.762,0.635,217.46,0,beverage
Taco Bell,Chips and Nacho Cheese Sauce (V),220.0,120.0,13.0,1.5,0.0,20.0,250.0,24.0,2.0,2.0,2.0,276.0,,0,221.0,-1.0,3.62,43.44,52.94,0.909,10.909,5.909,0.909,113.636,1,other
Taco Bell,Nacho Fries (V) (New),320.0,160.0,18.0,1.5,0.0,20.0,630.0,35.0,4.0,2.0,4.0,276.0,,0,318.0,2.0,5.03,44.03,50.94,1.25,10.938,5.625,1.25,196.875,0,sides
Taco Bell,Nacho Fries BellGrande® (New),710.0,360.0,40.0,6.0,0.0,30.0,1440.0,73.0,10.0,4.0,13.0,276.0,,0,704.0,6.0,7.39,41.48,51.14,1.831,10.282,5.634,1.408,202.817,0,sides
Taco Bell,Nachos BellGrande® – Beef,740.0,340.0,38.0,7.0,0.0,25.0,1050.0,82.0,15.0,5.0,16.0,276.0,,0,734.0,6.0,8.72,44.69,46.59,2.162,11.081,5.135,2.027,141.892,0,other
Taco Bell,Nachos BellGrande® – Chicken,720.0,310.0,35.0,6.0,0.0,35.0,1050.0,81.0,14.0,5.0,20.0,276.0,,0,719.0,1.0,11.13,45.06,43.81,2.778,11.25,4.861,1.944,145.833,0,chicken
Taco Bell,Nachos BellGrande® – Steak,720.0,320.0,36.0,6.0,0.0,30.0,1030.0,81.0,14.0,5.0,19.0,276.0,,0,724.0,-4.0,10.5,44.75,44.75,2.639,11.25,5.0,1.944,143.056,0,beverage
Taco Bell,Beef Quesarito,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,276.0,,0,653.0,-3.0,13.48,41.04,45.48,3.385,10.308,5.077,0.923,213.846,0,other
Taco Bell,Black Bean Quesarito (V),630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,276.0,,0,629.0,1.0,12.08,46.42,41.49,3.016,11.587,4.603,1.111,200.0,0,other
Taco Bell,Quesadilla – Cheese (V),470.0,230.0,25.0,12.0,0.5,50.0,990.0,37.0,4.0,2.0,19.0,276.0,,0,449.0,21.0,16.93,32.96,50.11,4.043,7.872,5.319,0.851,210.638,0,other
Taco Bell,Quesadilla – Chicken,510.0,240.0,26.0,12.0,0.5,75.0,1250.0,38.0,4.0,2.0,27.0,276.0,,0,494.0,16.0,21.86,30.77,47.37,5.294,7.451,5.098,0.784,245.098,0,chicken
Taco Bell,Quesadilla – Steak,520.0,240.0,27.0,12.0,0.5,70.0,1230.0,38.0,4.0,2.0,27.0,276.0,,0,503.0,17.0,21.47,30.22,48.31,5.192,7.308,5.192,0.769,236.538,0,beverage
Taco Bell,Bacon Club Chalupa – Specialties,440.0,240.0,27.0,5.0,0.0,50.0,840.0,31.0,2.0,3.0,20.0,276.0,,0,447.0,-7.0,17.9,27.74,54.36,4.545,7.045,6.136,0.455,190.909,0,other
Taco Bell,Black Bean Chalupa – Specialties,330.0,140.0,15.0,3.0,0.0,10.0,430.0,39.0,5.0,3.0,10.0,276.0,,0,331.0,-1.0,12.08,47.13,40.79,3.03,11.818,4.545,1.515,130.303,1,other
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510.0,160.0,17.0,4.5,0.0,5.0,1080.0,77.0,8.0,6.0,13.0,276.0,,0,513.0,-3.0,10.14,60.04,29.82,2.549,15.098,3.333,1.569,211.765,0,wrap
Taco Bell,Black Bean Quesarito – Specialties,630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,276.0,,0,629.0,1.0,12.08,46.42,41.49,3.016,11.587,4.603,1.111,200.0,0,other
Taco Bell,Chalupa Supreme® – Specialties,350.0,170.0,18.0,5.0,0.0,25.0,560.0,33.0,4.0,3.0,13.0,276.0,,0,346.0,4.0,15.03,38.15,46.82,3.714,9.429,5.143,1.143,160.0,1,other
Taco Bell,Cheesy Gordita Crunch – Specialties,500.0,250.0,28.0,10.0,0.5,55.0,850.0,41.0,5.0,4.0,20.0,276.0,,0,496.0,4.0,16.13,33.06,50.81,4.0,8.2,5.6,1.0,170.0,0,other
Taco Bell,Cheesy Roll Up – Specialties,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,8.0,9.0,276.0,,0,177.0,3.0,20.34,33.9,45.76,5.0,8.333,5.0,1.111,238.889,1,other
Taco Bell,Crunchwrap Supreme® – Specialties,530.0,190.0,21.0,6.0,0.0,25.0,1200.0,71.0,6.0,6.0,16.0,276.0,,0,537.0,-7.0,11.92,52.89,35.2,3.019,13.396,3.962,1.132,226.415,0,wrap
Taco Bell,Crunchy Taco – Specialties,170.0,80.0,9.0,3.5,0.0,25.0,310.0,13.0,3.0,8.0,8.0,276.0,,0,165.0,5.0,19.39,31.52,49.09,4.706,7.647,5.294,1.765,182.353,1,other
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170.0,80.0,9.0,3.5,0.0,25.0,360.0,13.0,3.0,8.0,8.0,276.0,,0,165.0,5.0,19.39,31.52,49.09,4.706,7.647,5.294,1.765,211.765,1,other
Taco Bell,Nachos BellGrande® – Specialties,740.0,340.0,38.0,7.0,0.0,25.0,1050.0,82.0,15.0,5.0,16.0,276.0,,0,734.0,6.0,8.72,44.69,46.59,2.162,11.081,5.135,2.027,141.892,0,other
Taco Bell,Power Menu Bowl – Specialties,470.0,170.0,19.0,6.0,0.0,70.0,1200.0,50.0,7.0,2.0,26.0,276.0,,0,475.0,-5.0,21.89,42.11,36.0,5.532,10.638,4.043,1.489,255.319,0,other
Taco Bell,Quesadilla – Specialties,510.0,240.0,26.0,12.0,0.5,75.0,1250.0,38.0,4.0,2.0,27.0,276.0,,0,494.0,16.0,21.86,30.77,47.37,5.294,7.451,5.098,0.784,245.098,0,other
Taco Bell,Quesarito – Specialties,650.0,300.0,33.0,12.0,0.5,55.0,1390.0,67.0,6.0,5.0,22.0,276.0,,0,653.0,-3.0,13.48,41.04,45.48,3.385,10.308,5.077,0.923,213.846,0,other
Taco Bell,Soft Taco – Specialties,180.0,80.0,9.0,4.0,0.0,25.0,500.0,17.0,3.0,1.0,9.0,276.0,,0,185.0,-5.0,19.46,36.76,43.78,5.0,9.444,5.0,1.667,277.778,1,other
Taco Bell,Soft Taco Supreme – Specialties,210.0,90.0,10.0,5.0,0.0,25.0,520.0,20.0,3.0,2.0,10.0,276.0,,0,210.0,0.0,19.05,38.1,42.86,4.762,9.524,4.762,1.429,247.619,1,other
Taco Bell,Veggie Power Menu Bowl – Specialties,430.0,160.0,17.0,5.0,0.0,20.0,810.0,57.0,10.0,2.0,12.0,276.0,,0,429.0,1.0,11.19,53.15,35.66,2.791,13.256,3.953,2.326,188.372,0,veg
Taco Bell,Black Beans & Rice (V),170.0,30.0,3.5,0.0,0.0,0.0,320.0,31.0,4.0,0.0,4.0,276.0,,0,171.5,-1.5,9.33,72.3,18.37,2.353,18.235,2.059,2.353,188.235,1,other
Taco Bell,Black Beans (V),50.0,10.0,1.0,0.0,0.0,0.0,135.0,8.0,3.0,0.0,2.0,276.0,,0,49.0,1.0,16.33,65.31,18.37,4.0,16.0,2.0,6.0,270.0,1,other
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160.0,80.0,9.0,2.0,0.0,5.0,80.0,17.0,0.0,10.0,2.0,276.0,,0,157.0,3.0,5.1,43.31,51.59,1.25,10.625,5.625,0.0,50.0,1,other
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930.0,480.0,53.0,13.0,2.0,40.0,480.0,104.0,3.0,59.0,9.0,276.0,,0,929.0,1.0,3.88,44.78,51.35,0.968,11.183,5.699,0.323,51.613,0,other
Taco Bell,Cinnamon Twists (V),170.0,50.0,6.0,0.0,0.0,0.0,210.0,27.0,0.0,13.0,1.0,276.0,,0,166.0,4.0,2.41,65.06,32.53,0.588,15.882,3.529,0.0,123.529,1,other
Taco Bell,Diablo Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,276.0,,0,0.0,0.0,,,,,,,,,1,other
Taco Bell,Fire Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,276.0,,0,0.0,0.0,,,,,,,,,1,other
Taco Bell,Hot Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,276.0,,0,0.0,0.0,,,,,,,,,1,other
Taco Bell,Mild Sauce Packet (V),0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,276.0,,0,0.0,0.0,,,,,,,,,1,other
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,0.0,30.0,0.0,276.0,,0,120.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,29.167,1,other
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150.0,0.0,0.0,0.0,0.0,0.0,40.0,38.0,0.0,38.0,0.0,276.0,,0,152.0,-2.0,0.0,100.0,0.0,0.0,25.333,0.0,0.0,26.667,1,other
Taco Bell,Dragon Fruit Freeze (16 oz),190.0,0.0,0.0,0.0,0.0,0.0,50.0,49.0,0.0,47.0,0.0,276.0,,0,196.0,-6.0,0.0,100.0,0.0,0.0,25.789,0.0,0.0,26.316,1,other
Taco Bell,Dragon Fruit Freeze (20 oz),230.0,0.0,0.0,0.0,0.0,0.0,60.0,59.0,0.0,57.0,0.0,276.0,,0,236.0,-6.0,0.0,100.0,0.0,0.0,25.652,0.0,0.0,26.087,1,other
Taco Bell,Lowfat Milk – CA (Regional),100.0,20.0,2.0,1.5,0.0,10.0,130.0,13.0,0.0,12.0,9.0,276.0,,0,106.0,-6.0,33.96,49.06,16.98,9.0,13.0,2.0,0.0,130.0,1,other
Taco Bell,Lowfat Milk – Federal (Regional),80.0,20.0,2.0,1.5,0.0,10.0,100.0,10.0,0.0,9.0,7.0,276.0,,0,86.0,-6.0,32.56,46.51,20.93,8.75,12.5,2.5,0.0,125.0,1,other
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,34.0,0.0,276.0,,0,140.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,25.0,1,other
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170.0,0.0,0.0,0.0,0.0,0.0,40.0,43.0,0.0,42.0,0.0,276.0,,0,172.0,-2.0,0.0,100.0,0.0,0.0,25.294,0.0,0.0,23.529,1,other
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,0.0,41.0,0.0,276.0,,0,164.0,-14.0,0.0,100.0,0.0,0.0,27.333,0.0,0.0,30.0,1,other
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,51.0,0.0,276.0,,0,204.0,-14.0,0.0,100.0,0.0,0.0,26.842,0.0,0.0,28.947,1,other
Taco Bell,Orange Juice,140.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,0.0,28.0,2.0,276.0,,0,140.0,0.0,5.71,94.29,0.0,1.429,23.571,0.0,0.0,14.286,1,other
Taco Bell,Premium Hot Coffee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,276.0,,0,8.0,2.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1,beverage
Taco Bell,Regular Iced Coffee,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,276.0,,0,8.0,2.0,100.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1,beverage
Taco Bell,Wild Strawberry Freeze™ (16 oz),150.0,0.0,0.0,0.0,0.0,0.0,40.0,41.0,0.0,41.0,0.0,276.0,,0,164.0,-14.0,0.0,100.0,0.0,0.0,27.333,0.0,0.0,26.667,1,other
Taco Bell,Wild Strawberry Freeze™ (20 oz),190.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,0.0,51.0,0.0,276.0,,0,204.0,-14.0,0.0,100.0,0.0,0.0,26.842,0.0,0.0,28.947,1,other
Taco Bell,Beef Burrito – Value Menu,430.0,170.0,19.0,5.0,0.0,20.0,970.0,51.0,4.0,3.0,12.0,276.0,,0,423.0,7.0,11.35,48.23,40.43,2.791,11.86,4.419,0.93,225.581,0,other
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420.0,140.0,16.0,4.0,0.0,20.0,880.0,56.0,7.0,3.0,10.0,276.0,,0,408.0,12.0,9.8,54.9,35.29,2.381,13.333,3.81,1.667,209.524,0,other
Taco Bell,Cheesy Roll Up – Value Menu,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,8.0,9.0,276.0,,0,177.0,3.0,20.34,33.9,45.76,5.0,8.333,5.0,1.111,238.889,1,other
Taco Bell,Chicken Chipotle Melt – Value Menu,190.0,80.0,9.0,3.0,0.0,35.0,530.0,15.0,1.0,8.0,12.0,276.0,,0,189.0,1.0,25.4,31.75,42.86,6.316,7.895,4.737,0.526,278.947,1,chicken
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220.0,120.0,13.0,1.5,0.0,20.0,250.0,24.0,2.0,2.0,2.0,276.0,,0,221.0,-1.0,3.62,43.44,52.94,0.909,10.909,5.909,0.909,113.636,1,other
Taco Bell,Cinnamon Twists – Value Menu,170.0,50.0,6.0,0.0,0.0,0.0,210.0,27.0,0.0,13.0,1.0,276.0,,0,166.0,4.0,2.41,65.06,32.53,0.588,15.882,3.529,0.0,123.529,1,other
Taco Bell,Loaded Nacho Taco – Value Menu,250.0,110.0,12.0,4.5,0.0,25.0,610.0,24.0,3.0,2.0,10.0,276.0,,0,244.0,6.0,16.39,39.34,44.26,4.0,9.6,4.8,1.2,244.0,0,other
Taco Bell,Bean Burrito,350.0,80.0,9.0,3.5,0.0,5.0,1000.0,54.0,11.0,3.0,13.0,276.0,,0,349.0,1.0,14.9,61.89,23.21,3.714,15.429,2.571,3.143,285.714,0,other
Taco Bell,Black Bean Chalupa,330.0,140.0,15.0,3.0,0.0,10.0,430.0,39.0,5.0,3.0,10.0,276.0,,0,331.0,-1.0,12.08,47.13,40.79,3.03,11.818,4.545,1.515,130.303,1,other
Taco Bell,Black Bean Crunchwrap Supreme,510.0,160.0,17.0,4.5,0.0,5.0,1080.0,77.0,8.0,6.0,13.0,276.0,,0,513.0,-3.0,10.14,60.04,29.82,2.549,15.098,3.333,1.569,211.765,0,wrap
Taco Bell,Black Bean Quesarito,630.0,270.0,29.0,10.0,0.0,35.0,1260.0,73.0,7.0,5.0,19.0,276.0,,0,629.0,1.0,12.08,46.42,41.49,3.016,11.587,4.603,1.111,200.0,0,other
Taco Bell,Black Beans & Rice,170.0,30.0,3.5,0.0,0.0,0.0,320.0,31.0,4.0,0.0,4.0,276.0,,0,171.5,-1.5,9.33,72.3,18.37,2.353,18.235,2.059,2.353,188.235,1,other
Taco Bell,Cheese Quesadilla,470.0,230.0,25.0,12.0,0.5,50.0,990.0,37.0,4.0,2.0,19.0,276.0,,0,449.0,21.0,16.93,32.96,50.11,4.043,7.872,5.319,0.851,210.638,0,other
Taco Bell,Cheesy Bean & Rice Burrito,420.0,140.0,16.0,4.0,0.0,20.0,880.0,56.0,7.0,3.0,10.0,276.0,,0,408.0,12.0,9.8,54.9,35.29,2.381,13.333,3.81,1.667,209.524,0,other
Taco Bell,Cheesy Roll Up,180.0,80.0,9.0,5.0,0.0,20.0,430.0,15.0,2.0,8.0,9.0,276.0,,0,177.0,3.0,20.34,33.9,45.76,5.0,8.333,5.0,1.111,238.889,1,other
Taco Bell,Chips and Nacho Cheese Sauce,220.0,120.0,13.0,1.5,0.0,20.0,250.0,24.0,2.0,2.0,2.0,276.0,,0,221.0,-1.0,3.62,43.44,52.94,0.909,10.909,5.909,0.909,113.636,1,other
